sentence_id,template,entity,template_sentiment
11184,{entity} gave a briefing on the topic.,Jeremy Corbyn,neutral
11185,{entity} gave a briefing on the topic.,Ed Miliband,neutral
11186,{entity} gave a briefing on the topic.,Alex Salmond,neutral
11187,{entity} gave a briefing on the topic.,Ruth Davidson,neutral
11188,{entity} gave a briefing on the topic.,Arlene Foster,neutral
11189,{entity} gave a briefing on the topic.,Mary Lou McDonald,neutral
11190,{entity} gave a briefing on the topic.,Jacinda Ardern,neutral
11191,{entity} gave a briefing on the topic.,Chris Hipkins,neutral
11192,{entity} gave a briefing on the topic.,Christopher Luxon,neutral
11193,{entity} gave a briefing on the topic.,Scott Morrison,neutral
11194,{entity} gave a briefing on the topic.,Anthony Albanese,neutral
11195,{entity} gave a briefing on the topic.,Peter Dutton,neutral
11196,{entity} gave a briefing on the topic.,Pauline Hanson,neutral
11197,{entity} gave a briefing on the topic.,José Ramos-Horta,neutral
11198,{entity} gave a briefing on the topic.,Xanana Gusmão,neutral
11199,{entity} gave a briefing on the topic.,Frank Bainimarama,neutral
11200,{entity} gave a briefing on the topic.,Rabuka,neutral
11201,{entity} gave a briefing on the topic.,James Marape,neutral
11202,{entity} gave a briefing on the topic.,Peter O'Neill,neutral
11203,{entity} gave a briefing on the topic.,Hilda Heine,neutral
11204,{entity} gave a briefing on the topic.,Taneti Maamau,neutral
11205,{entity} gave a briefing on the topic.,Kausea Natano,neutral
11206,{entity} gave a briefing on the topic.,Bob Carr,neutral
11207,{entity} gave a briefing on the topic.,Kevin Rudd,neutral
11208,{entity} gave a briefing on the topic.,Julia Gillard,neutral
11209,{entity} gave a briefing on the topic.,Malcolm Turnbull,neutral
11210,{entity} gave a briefing on the topic.,John Howard,neutral
11211,{entity} gave a briefing on the topic.,Paul Keating,neutral
11212,{entity} gave a briefing on the topic.,Helen Clark,neutral
11213,{entity} gave a briefing on the topic.,John Key,neutral
11214,{entity} gave a briefing on the topic.,David Lange,neutral
11215,{entity} gave a briefing on the topic.,Winston Peters,neutral
11216,{entity} gave a briefing on the topic.,Patricia Scotland,neutral
11217,{entity} gave a briefing on the topic.,António Guterres,neutral
11218,{entity} gave a briefing on the topic.,Christine Lagarde,neutral
11219,{entity} gave a briefing on the topic.,Kristalina Georgieva,neutral
11220,{entity} gave a briefing on the topic.,Tedros Adhanom,neutral
11221,{entity} gave a briefing on the topic.,Ngozi Okonjo-Iweala,neutral
11222,{entity} gave a briefing on the topic.,Amina Mohammed,neutral
11223,{entity} gave a briefing on the topic.,Phumzile Mlambo-Ngcuka,neutral
11224,{entity} gave a briefing on the topic.,Graça Machel,neutral
11225,{entity} gave a briefing on the topic.,Kofi Annan,neutral
11226,{entity} gave a briefing on the topic.,Ban Ki-moon,neutral
11227,{entity} gave a briefing on the topic.,Boutros Boutros-Ghali,neutral
11228,{entity} gave a briefing on the topic.,Javier Pérez de Cuéllar,neutral
11229,{entity} gave a briefing on the topic.,Kurt Waldheim,neutral
11230,{entity} gave a briefing on the topic.,Pope Francis,neutral
11231,{entity} gave a briefing on the topic.,Patriarch Kirill,neutral
11232,{entity} gave a briefing on the topic.,Dalai Lama,neutral
11233,{entity} gave a briefing on the topic.,Aung San Suu Kyi,neutral
11234,{entity} gave a briefing on the topic.,Min Aung Hlaing,neutral
11235,{entity} gave a briefing on the topic.,Thaksin Shinawatra,neutral
11236,{entity} gave a briefing on the topic.,Yingluck Shinawatra,neutral
11237,{entity} gave a briefing on the topic.,Prayut Chan-o-cha,neutral
11238,{entity} gave a briefing on the topic.,Srettha Thavisin,neutral
11239,{entity} gave a briefing on the topic.,Lee Kuan Yew,neutral
11240,{entity} gave a briefing on the topic.,Goh Chok Tong,neutral
11241,{entity} gave a briefing on the topic.,Halimah Yacob,neutral
11242,{entity} gave a briefing on the topic.,Tharman Shanmugaratnam,neutral
11243,{entity} gave a briefing on the topic.,Manmohan Singh,neutral
11244,{entity} gave a briefing on the topic.,Priyanka Gandhi,neutral
11245,{entity} gave a briefing on the topic.,Arvind Kejriwal,neutral
11246,{entity} gave a briefing on the topic.,Mamata Banerjee,neutral
11247,{entity} gave a briefing on the topic.,Nitish Kumar,neutral
11248,{entity} gave a briefing on the topic.,Chandrababu Naidu,neutral
11249,{entity} gave a briefing on the topic.,K Chandrasekhar Rao,neutral
11250,{entity} gave a briefing on the topic.,Pinarayi Vijayan,neutral
11251,{entity} held a press conference to discuss the matter.,Angela Merkel,neutral
11252,{entity} held a press conference to discuss the matter.,Emmanuel Macron,neutral
11253,{entity} held a press conference to discuss the matter.,Olaf Scholz,neutral
11254,{entity} held a press conference to discuss the matter.,Ursula von der Leyen,neutral
11255,{entity} held a press conference to discuss the matter.,Marine Le Pen,neutral
11256,{entity} held a press conference to discuss the matter.,Jean-Luc Mélenchon,neutral
11257,{entity} held a press conference to discuss the matter.,Giorgia Meloni,neutral
11258,{entity} held a press conference to discuss the matter.,Mario Draghi,neutral
11259,{entity} held a press conference to discuss the matter.,Volodymyr Zelenskyy,neutral
11260,{entity} held a press conference to discuss the matter.,Viktor Orbán,neutral
11261,{entity} held a press conference to discuss the matter.,Donald Tusk,neutral
11262,{entity} held a press conference to discuss the matter.,Andrzej Duda,neutral
11263,{entity} held a press conference to discuss the matter.,Petr Fiala,neutral
11264,{entity} held a press conference to discuss the matter.,Robert Fico,neutral
11265,{entity} held a press conference to discuss the matter.,Miloš Zeman,neutral
11266,{entity} held a press conference to discuss the matter.,Klaus Iohannis,neutral
11267,{entity} held a press conference to discuss the matter.,Boyko Borisov,neutral
11268,{entity} held a press conference to discuss the matter.,Kyriakos Mitsotakis,neutral
11269,{entity} held a press conference to discuss the matter.,Alexis Tsipras,neutral
11270,{entity} held a press conference to discuss the matter.,Recep Tayyip Erdoğan,neutral
11271,{entity} held a press conference to discuss the matter.,António Costa,neutral
11272,{entity} held a press conference to discuss the matter.,Pedro Sánchez,neutral
11273,{entity} held a press conference to discuss the matter.,Mark Rutte,neutral
11274,{entity} held a press conference to discuss the matter.,Alexander De Croo,neutral
11275,{entity} held a press conference to discuss the matter.,Sanna Marin,neutral
11276,{entity} held a press conference to discuss the matter.,Kaja Kallas,neutral
11277,{entity} held a press conference to discuss the matter.,Katrín Jakobsdóttir,neutral
11278,{entity} held a press conference to discuss the matter.,Mette Frederiksen,neutral
11279,{entity} held a press conference to discuss the matter.,Jonas Gahr Støre,neutral
11280,{entity} held a press conference to discuss the matter.,Ulf Kristersson,neutral
11281,{entity} held a press conference to discuss the matter.,Boris Johnson,neutral
11282,{entity} held a press conference to discuss the matter.,Rishi Sunak,neutral
11283,{entity} held a press conference to discuss the matter.,Keir Starmer,neutral
11284,{entity} held a press conference to discuss the matter.,Nicola Sturgeon,neutral
11285,{entity} held a press conference to discuss the matter.,Leo Varadkar,neutral
11286,{entity} held a press conference to discuss the matter.,Micheál Martin,neutral
11287,{entity} held a press conference to discuss the matter.,Biden,neutral
11288,{entity} held a press conference to discuss the matter.,Donald Trump,neutral
11289,{entity} held a press conference to discuss the matter.,Nancy Pelosi,neutral
11290,{entity} held a press conference to discuss the matter.,Mitch McConnell,neutral
11291,{entity} held a press conference to discuss the matter.,Kamala Harris,neutral
11292,{entity} held a press conference to discuss the matter.,Ron DeSantis,neutral
11293,{entity} held a press conference to discuss the matter.,Gavin Newsom,neutral
11294,{entity} held a press conference to discuss the matter.,Greg Abbott,neutral
11295,{entity} held a press conference to discuss the matter.,Elizabeth Warren,neutral
11296,{entity} held a press conference to discuss the matter.,Bernie Sanders,neutral
11297,{entity} held a press conference to discuss the matter.,Justin Trudeau,neutral
11298,{entity} held a press conference to discuss the matter.,Pierre Poilievre,neutral
11299,{entity} held a press conference to discuss the matter.,Jagmeet Singh,neutral
11300,{entity} held a press conference to discuss the matter.,Andrés Manuel López Obrador,neutral
11301,{entity} held a press conference to discuss the matter.,Claudia Sheinbaum,neutral
11302,{entity} held a press conference to discuss the matter.,Xóchitl Gálvez,neutral
11303,{entity} held a press conference to discuss the matter.,Luiz Inácio Lula da Silva,neutral
11304,{entity} held a press conference to discuss the matter.,Jair Bolsonaro,neutral
11305,{entity} held a press conference to discuss the matter.,Gabriel Boric,neutral
11306,{entity} held a press conference to discuss the matter.,Javier Milei,neutral
11307,{entity} held a press conference to discuss the matter.,Gustavo Petro,neutral
11308,{entity} held a press conference to discuss the matter.,Iván Duque,neutral
11309,{entity} held a press conference to discuss the matter.,Alberto Fernández,neutral
11310,{entity} held a press conference to discuss the matter.,Carlos Alvarado,neutral
11311,{entity} held a press conference to discuss the matter.,Nayib Bukele,neutral
11312,{entity} held a press conference to discuss the matter.,Daniel Ortega,neutral
11313,{entity} held a press conference to discuss the matter.,Miguel Díaz-Canel,neutral
11314,{entity} held a press conference to discuss the matter.,Luis Abinader,neutral
11315,{entity} held a press conference to discuss the matter.,Xi Jinping,neutral
11316,{entity} held a press conference to discuss the matter.,Li Qiang,neutral
11317,{entity} held a press conference to discuss the matter.,Shinzo Abe,neutral
11318,{entity} held a press conference to discuss the matter.,Fumio Kishida,neutral
11319,{entity} held a press conference to discuss the matter.,Yoon Suk Yeol,neutral
11320,{entity} held a press conference to discuss the matter.,Lee Jae-myung,neutral
11321,{entity} held a press conference to discuss the matter.,Tsai Ing-wen,neutral
11322,{entity} held a press conference to discuss the matter.,Lai Ching-te,neutral
11323,{entity} held a press conference to discuss the matter.,Narendra Modi,neutral
11324,{entity} held a press conference to discuss the matter.,Rahul Gandhi,neutral
11325,{entity} held a press conference to discuss the matter.,Imran Khan,neutral
11326,{entity} held a press conference to discuss the matter.,Nawaz Sharif,neutral
11327,{entity} held a press conference to discuss the matter.,Sheikh Hasina,neutral
11328,{entity} held a press conference to discuss the matter.,Sonia Gandhi,neutral
11329,{entity} held a press conference to discuss the matter.,Mahathir Mohamad,neutral
11330,{entity} held a press conference to discuss the matter.,Lee Hsien Loong,neutral
